0 1 2
49 85 4563
82 90 4564
24 55 4564
8 47 4564
44 74 4564
44 56 4564
15 51 4564
37 19 4564
49 25 4564
47 22 4564
47 7 4564
8 3 4565
59 36 4565
33 97 4565
57 86 4565
75 40 4565
29 21 4565
40 67 4565
34 86 4566
43 64 4566
65 99 4566
56 19 4566
57 36 4566
54 87 4566
55 96 4566
9 1 4566
30 3 4566
66 36 4567
66 29 4567
12 20 4567
65 17 4567
85 18 4567
44 56 4567
25 56 4567
27 31 4567
37 81 4567
13 15 4567
17 83 4567
66 51 4568
19 47 4568
77 95 4568
77 17 4568
77 9 4568
10 7 4569
92 80 4569
12 76 4569
14 74 4569
46 81 4569
37 62 4569
29 83 4569
47 66 4569
32 44 4569
65 92 4570
54 29 4570
29 98 4570
22 45 4570
22 25 4570
47 86 4570
58 76 4571
65 51 4571
46 36 4571
72 96 4571
57 78 4571
60 82 4571
65 59 4572
19 15 4572
19 1 4572
5 40 4572
4 6 4572
51 39 4572
17 79 4572
9 72 4572
63 86 4572
10 19 4573
43 68 4573
19 68 4573
57 84 4573
60 91 4573
16 6 4573
29 0 4573
35 62 4573
30 17 4573
0 54 4574
34 12 4574
2 19 4574
44 90 4574
14 71 4574
56 31 4574
46 36 4574
87 50 4574
75 29 4574
51 30 4574
39 82 4574
42 12 4574
15 59 4575
16 69 4575
4 46 4575
55 92 4575
40 58 4575
9 73 4575
20 93 4575
79 70 4576
56 45 4576
1 26 4576
30 56 4576
8 92 4577
0 5 4577
2 32 4577
14 79 4577
9 67 4577
61 92 4577
73 11 4577
85 94 4578
15 65 4578
48 87 4578
72 50 4578
40 83 4578
39 29 4578
83 72 4578
61 0 4578
84 86 4578
62 28 4579
92 89 4579
59 83 4579
77 25 4579
80 90 4579
30 65 4579
42 56 4579
66 36 4580
65 12 4580
56 82 4580
5 77 4580
72 29 4580
60 29 4580
4 89 4580
51 81 4580
91 33 4581
46 60 4581
72 21 4581
16 26 4581
6 0 4581
19 93 4582
72 79 4582
37 19 4582
11 26 4582
84 47 4582
24 70 4583
43 94 4583
56 93 4583
56 41 4583
57 60 4583
54 56 4583
32 36 4583
8 55 4584
65 97 4584
16 79 4584
16 3 4584
3 35 4585
66 45 4585
33 14 4585
25 94 4585
46 54 4585
75 79 4585
51 38 4585
80 44 4585
84 56 4585
47 79 4585
10 84 4586
14 32 4586
15 2 4586
46 12 4586
27 81 4586
4 80 4586
40 96 4586
83 21 4586
47 11 4586
8 0 4587
66 37 4587
44 75 4587
0 70 4588
10 52 4588
10 87 4588
46 0 4588
72 35 4588
60 37 4588
77 36 4588
1 57 4588
30 87 4588
33 11 4589
25 3 4589
15 16 4589
48 77 4589
75 7 4589
55 29 4589
84 3 4589
8 74 4590
0 60 4590
37 11 4590
11 61 4590
61 22 4590
63 96 4590
95 82 4591
8 71 4591
10 96 4591
59 81 4591
59 77 4591
44 8 4591
37 42 4591
75 8 4591
4 48 4591
40 34 4591
1 67 4591
11 35 4591
73 22 4591
47 46 4591
47 11 4591
48 53 4592
84 32 4592
84 33 4593
4 13 4594
61 81 4594
36 46 4595
2 5 4595
27 57 4595
48 90 4595
48 52 4595
72 77 4595
57 45 4595
17 58 4595
6 0 4595
12 64 4596
87 36 4596
57 76 4596
75 61 4596
65 50 4597
2 33 4597
33 50 4597
73 56 4597
0 89 4598
25 51 4598
49 92 4598
42 98 4598
34 58 4599
59 95 4599
46 11 4599
51 76 4599
83 43 4599
20 69 4599
66 83 4600
85 95 4600
14 67 4600
63 5 4600
32 8 4600
98 42 4601
8 75 4601
92 94 4601
12 55 4601
2 81 4601
44 62 4601
44 40 4601
27 62 4601
72 64 4601
75 21 4601
4 49 4601
77 55 4601
39 8 4601
84 88 4601
30 61 4601
53 10 4602
0 78 4602
33 72 4602
46 25 4602
37 17 4602
30 51 4602
59 89 4603
59 54 4603
29 15 4603
55 44 4603
77 51 4603
40 4 4603
83 84 4603
47 17 4603
32 30 4603
33 24 4604
25 40 4604
15 64 4604
13 29 4604
77 22 4604
83 76 4604
56 99 4605
77 19 4605
73 46 4605
52 55 4606
36 20 4607
20 8 4607
73 75 4607
19 63 4609
5 23 4609
13 8 4609
55 35 4609
73 16 4609
32 74 4609
57 61 4610
75 68 4610
13 64 4610
29 91 4610
55 52 4610
20 14 4610
1 70 4610
49 12 4610
42 34 4610
52 78 4611
57 34 4611
16 91 4611
32 10 4611
54 95 4612
4 19 4612
55 44 4612
22 68 4612
80 59 4612
39 10 4613
9 52 4613
61 32 4613
30 87 4613
82 90 4614
36 8 4614
0 73 4614
43 71 4614
77 54 4614
61 11 4614
65 51 4615
44 24 4615
5 99 4615
27 81 4615
54 80 4615
63 25 4615
84 31 4615
84 66 4615
49 37 4615
76 78 4616
14 40 4616
57 38 4616
9 51 4616
49 25 4616
30 20 4616
0 48 4617
14 6 4617
27 11 4617
37 94 4617
6 44 4617
32 96 4617
60 64 4618
35 19 4618
31 20 4619
34 25 4619
19 94 4619
72 91 4619
55 59 4619
30 38 4619
92 27 4620
43 4 4620
56 48 4620
27 61 4620
48 93 4620
80 30 4620
78 10 4621
36 1 4621
0 96 4621
0 54 4621
92 64 4621
66 40 4621
56 19 4621
37 20 4621
75 67 4621
17 87 4621
9 50 4621
99 86 4622
52 43 4622
17 57 4622
61 78 4622
32 52 4622
62 94 4623
92 69 4623
34 49 4623
44 38 4623
27 34 4623
87 34 4623
40 78 4623
58 47 4624
0 37 4624
85 90 4624
33 20 4624
13 82 4624
13 94 4624
16 28 4624
20 94 4624
1 17 4624
84 4 4624
42 24 4624
42 16 4624
99 8 4625
12 40 4625
37 83 4625
54 73 4625
16 34 4625
61 51 4625
30 14 4625
95 64 4626
25 33 4626
51 23 4626
22 65 4626
8 72 4627
34 97 4627
85 93 4627
56 1 4627
75 88 4627
73 84 4627
47 50 4627
19 23 4628
5 88 4628
35 86 4628
49 69 4628
10 76 4629
19 50 4629
55 93 4629
35 50 4629
32 65 4629
92 26 4630
66 52 4630
44 85 4630
45 8 4631
92 33 4631
65 27 4631
2 17 4631
20 85 4631
84 77 4631
84 73 4631
30 85 4631
65 93 4632
1 4 4632
72 15 4633
55 6 4633
22 28 4633
36 29 4634
0 82 4634
92 86 4634
43 2 4634
14 97 4634
4 84 4634
17 75 4634
1 2 4634
63 12 4634
0 4 4635
43 88 4635
37 94 4635
60 28 4635
29 21 4635
39 12 4635
8 83 4636
52 78 4636
59 55 4636
25 67 4636
27 99 4636
60 50 4636
13 18 4636
68 52 4637
33 89 4637
72 15 4637
60 70 4637
75 9 4637
13 17 4637
29 66 4637
77 58 4637
40 74 4637
30 94 4637
36 5 4638
34 19 4638
19 35 4638
87 18 4638
57 64 4638
54 6 4638
61 22 4638
84 72 4638
92 12 4639
44 28 4639
14 88 4639
75 67 4639
75 9 4639
20 30 4639
73 3 4639
42 32 4639
97 85 4640
98 23 4640
66 13 4640
43 36 4640
65 91 4640
16 46 4640
9 13 4640
20 15 4640
35 82 4640
80 86 4640
31 57 4641
34 6 4641
29 18 4641
14 31 4642
51 87 4642
20 73 4642
1 92 4642
65 99 4643
65 80 4643
56 10 4643
54 27 4643
51 99 4643
20 19 4643
81 97 4644
43 30 4644
57 30 4644
77 5 4644
1 5 4644
80 50 4644
49 9 4644
66 97 4645
56 33 4645
60 8 4645
13 71 4645
39 83 4645
20 31 4645
68 23 4646
34 54 4646
43 77 4646
59 44 4646
44 74 4646
33 93 4646
46 99 4646
32 37 4646
65 34 4647
33 71 4647
55 58 4647
55 25 4647
1 43 4647
11 9 4647
34 66 4648
75 0 4648
30 99 4648
31 99 4649
0 65 4649
10 13 4649
43 92 4649
12 54 4649
65 70 4649
35 89 4649
91 43 4650
36 68 4650
10 49 4650
65 84 4650
85 0 4650
85 30 4650
44 89 4650
27 94 4650
72 64 4650
37 31 4650
60 57 4650
1 93 4650
32 81 4650
43 1 4651
2 54 4651
1 46 4651
5 78 4652
20 70 4652
20 90 4652
80 26 4652
36 66 4653
85 92 4653
37 95 4653
51 18 4653
17 32 4653
39 6 4653
49 8 4654
36 60 4655
85 16 4655
63 9 4655
36 17 4656
2 81 4656
51 65 4656
35 14 4656
61 73 4656
62 53 4657
8 46 4657
10 20 4657
15 67 4657
72 9 4657
55 0 4657
83 12 4657
36 62 4658
8 34 4658
12 76 4658
14 60 4658
77 91 4658
77 98 4658
40 32 4658
22 74 4658
61 79 4658
32 55 4658
44 85 4659
14 59 4659
57 15 4659
61 97 4659
35 57 4660
80 94 4660
47 78 4660
42 49 4660
91 48 4661
10 12 4661
59 88 4661
65 73 4661
16 2 4661
9 1 4661
47 19 4661
42 50 4661
32 87 4661
62 88 4662
34 59 4662
14 27 4662
56 82 4662
57 65 4662
56 4 4663
4 0 4663
20 32 4663
1 79 4663
84 4 4663
49 81 4663
10 18 4664
92 93 4664
52 70 4664
4 69 4664
55 82 4664
40 52 4664
18 96 4665
36 12 4665
34 94 4665
4 92 4665
40 99 4665
80 25 4665
24 82 4666
36 90 4666
4 15 4666
22 83 4666
6 81 4666
80 42 4666
42 88 4666
52 9 4667
43 89 4667
15 97 4667
37 75 4667
75 56 4667
16 34 4667
4 54 4667
77 2 4667
63 11 4667
30 18 4667
42 67 4667
34 54 4668
15 59 4668
57 65 4668
80 77 4668
30 46 4668
10 38 4669
5 60 4669
87 56 4669
60 13 4669
75 70 4669
61 34 4669
49 2 4669
52 11 4670
44 77 4670
4 90 4670
39 63 4670
35 99 4670
52 14 4671
54 39 4671
51 82 4671
9 77 4671
22 35 4671
61 95 4671
30 70 4671
2 33 4672
19 15 4672
77 12 4672
20 5 4672
84 92 4672
33 42 4673
14 20 4673
15 9 4673
48 95 4673
60 49 4673
4 89 4673
39 61 4673
83 23 4673
61 77 4673
89 68 4674
34 39 4674
33 51 4674
72 10 4674
22 77 4674
84 21 4674
59 64 4675
85 54 4675
25 56 4675
25 61 4675
27 28 4675
87 29 4675
72 65 4675
72 56 4675
47 82 4675
34 5 4676
43 63 4676
15 71 4676
37 55 4676
13 21 4676
84 70 4676
32 14 4676
90 64 4677
99 88 4677
34 72 4677
87 73 4677
61 62 4677
85 51 4678
14 93 4678
87 82 4678
54 21 4678
61 52 4678
10 22 4679
66 37 4679
25 65 4679
15 85 4679
87 35 4679
83 94 4679
20 11 4679
12 96 4680
59 86 4680
33 71 4680
72 79 4680
4 15 4680
40 46 4680
17 99 4680
39 80 4680
39 30 4680
66 26 4681
75 47 4681
34 92 4682
65 43 4682
27 41 4682
13 84 4682
9 10 4682
20 94 4682
63 31 4682
12 37 4683
33 13 4683
14 99 4683
19 6 4683
55 98 4683
47 87 4683
81 29 4684
65 68 4684
44 77 4684
72 34 4684
42 17 4684
32 9 4684
36 90 4685
0 32 4685
34 78 4685
34 43 4685
43 83 4685
46 63 4685
51 34 4685
61 64 4685
8 61 4686
87 86 4686
57 3 4686
60 79 4686
29 48 4686
51 75 4686
20 93 4686
31 76 4687
27 73 4687
4 87 4687
3 83 4688
36 45 4688
36 44 4688
34 46 4688
54 20 4688
77 82 4688
61 65 4688
63 84 4688
85 6 4689
56 36 4689
56 67 4689
5 38 4689
55 92 4689
83 66 4689
61 6 4689
63 12 4689
21 13 4690
50 77 4690
34 23 4690
65 15 4690
33 79 4690
87 28 4690
87 46 4690
37 5 4690
54 72 4690
85 93 4691
48 69 4691
60 49 4691
77 83 4691
8 3 4692
8 65 4692
15 94 4692
37 85 4692
4 15 4692
20 78 4692
79 82 4693
52 97 4693
85 90 4693
14 67 4693
72 44 4693
60 40 4693
6 93 4693
6 8 4693
49 56 4693
90 91 4694
92 28 4694
54 95 4694
66 7 4695
39 34 4695
1 66 4695
8 57 4696
52 2 4696
52 94 4696
43 6 4696
12 78 4696
12 46 4696
85 86 4696
72 84 4696
77 48 4696
11 85 4696
73 67 4696
65 52 4697
27 9 4697
17 68 4697
9 66 4697
80 36 4697
84 15 4697
42 85 4697
12 13 4698
5 44 4698
5 77 4698
48 39 4698
60 27 4698
75 6 4698
51 8 4698
83 98 4698
20 2 4698
49 59 4698
14 13 4699
51 81 4699
9 75 4699
73 52 4699
42 39 4699
48 64 4700
37 3 4700
51 89 4700
77 69 4700
80 58 4700
80 99 4700
73 56 4700
73 1 4700
92 33 4701
59 26 4701
17 1 4701
66 94 4702
19 86 4702
61 45 4702
73 65 4702
0 46 4703
57 48 4703
83 36 4703
92 91 4704
52 51 4704
77 10 4704
33 88 4705
25 92 4705
25 29 4705
16 95 4705
40 27 4705
83 73 4705
20 28 4705
6 82 4705
0 39 4706
34 72 4706
2 38 4706
37 78 4706
29 32 4706
17 6 4706
39 78 4706
30 44 4706
70 43 4707
5 8 4707
27 69 4707
51 91 4707
49 68 4707
36 34 4708
43 59 4708
15 65 4708
75 22 4708
4 62 4708
29 60 4708
9 26 4708
11 83 4708
46 43 4709
11 20 4709
33 12 4710
35 89 4710
6 7 4710
44 18 4711
33 69 4711
42 3 4711
10 48 4712
14 15 4712
91 20 4713
28 49 4713
36 66 4713
34 79 4713
66 63 4713
46 43 4713
87 54 4713
48 19 4713
4 33 4713
4 56 4713
40 12 4713
1 35 4713
11 14 4713
47 22 4713
10 26 4714
5 39 4714
1 45 4714
63 94 4714
84 68 4714
42 68 4714
0 28 4715
44 81 4715
15 24 4715
15 22 4715
57 69 4715
60 23 4715
75 34 4715
55 93 4715
1 45 4715
6 22 4715
63 61 4715
42 82 4715
59 77 4716
33 31 4716
14 38 4716
84 27 4716
33 77 4717
17 54 4717
9 18 4717
80 83 4717
10 64 4718
44 32 4718
75 81 4718
17 21 4718
36 65 4719
10 42 4719
60 2 4719
73 49 4719
8 66 4720
92 44 4720
52 40 4720
29 95 4720
20 48 4720
80 17 4720
63 84 4720
85 50 4721
85 9 4721
19 42 4721
75 71 4721
13 44 4721
16 1 4721
77 51 4721
73 0 4721
52 22 4722
2 78 4722
87 56 4722
51 33 4722
35 87 4722
36 56 4723
8 71 4723
2 73 4723
19 60 4723
72 76 4723
72 6 4723
13 17 4723
16 47 4723
35 10 4723
35 88 4723
42 65 4723
92 41 4724
66 28 4724
12 85 4724
56 36 4724
37 84 4724
51 85 4724
83 53 4724
1 89 4724
11 36 4724
11 30 4724
8 68 4725
66 85 4725
2 91 4725
37 61 4725
54 51 4725
54 77 4725
1 47 4725
11 4 4725
12 96 4726
5 23 4726
16 51 4726
83 2 4726
11 61 4726
11 84 4726
47 1 4726
32 44 4726
31 19 4727
92 7 4727
25 62 4727
46 97 4727
16 96 4727
29 64 4727
61 63 4727
6 64 4727
59 63 4728
57 13 4728
16 75 4728
31 37 4729
92 73 4729
52 66 4729
43 25 4729
65 51 4729
59 67 4730
33 96 4730
46 72 4730
73 28 4730
32 30 4730
65 62 4731
22 94 4731
92 72 4732
2 72 4732
75 51 4732
84 47 4732
85 29 4733
60 77 4733
43 87 4734
2 63 4734
15 75 4734
13 85 4734
12 0 4735
13 70 4735
55 75 4735
20 88 4735
61 42 4735
73 39 4735
24 93 4736
72 33 4736
83 5 4736
1 28 4736
84 32 4736
49 83 4736
59 42 4737
56 24 4737
48 81 4737
72 74 4737
35 37 4737
73 59 4737
70 89 4738
59 38 4738
33 39 4738
47 14 4738
95 72 4739
66 97 4739
65 74 4739
44 24 4739
33 48 4739
60 15 4739
84 34 4739
84 83 4739
49 8 4739
52 55 4740
72 38 4740
39 89 4740
83 64 4740
35 67 4740
49 94 4740
71 48 4741
10 41 4741
10 51 4741
52 81 4741
52 56 4741
43 27 4741
46 28 4741
72 30 4741
4 20 4741
55 47 4741
40 48 4741
11 17 4741
80 26 4741
34 31 4742
66 52 4742
59 20 4742
65 32 4742
16 52 4742
29 92 4742
29 25 4742
11 5 4742
42 2 4742
68 47 4743
48 64 4743
72 50 4743
57 34 4743
6 65 4743
84 85 4743
92 90 4744
43 53 4744
56 73 4744
27 15 4744
75 17 4744
54 39 4744
51 80 4744
17 77 4744
1 48 4744
22 1 4744
57 10 4745
57 80 4745
29 75 4745
77 69 4745
42 81 4745
26 43 4746
10 6 4746
14 17 4746
29 62 4746
21 12 4747
19 90 4747
13 53 4747
40 37 4747
31 95 4748
65 47 4748
9 69 4748
35 13 4748
11 55 4748
61 5 4748
71 41 4749
90 74 4749
55 22 4749
8 90 4750
12 69 4750
25 86 4750
19 66 4750
56 97 4750
57 3 4750
60 88 4750
51 67 4750
39 77 4750
35 70 4750
61 10 4750
59 62 4751
59 67 4751
59 22 4751
44 92 4751
57 36 4751
55 40 4751
87 36 4752
72 6 4752
16 40 4752
20 9 4752
35 46 4752
79 92 4753
34 27 4753
2 21 4753
4 58 4753
29 32 4753
55 44 4753
9 41 4753
63 66 4753
56 33 4754
75 28 4754
49 75 4754
66 18 4755
66 49 4755
44 96 4755
29 63 4755
51 26 4755
9 10 4755
84 79 4755
32 80 4755
92 28 4756
19 77 4756
37 12 4756
29 76 4756
83 4 4756
63 3 4756
47 74 4756
32 27 4756
8 9 4757
92 58 4757
54 44 4757
13 44 4757
77 13 4757
15 32 4758
1 49 4758
73 79 4758
49 14 4758
10 81 4759
43 48 4759
2 26 4759
15 60 4759
48 76 4759
35 45 4759
52 38 4760
5 25 4760
60 69 4760
51 77 4760
9 24 4760
11 23 4760
28 32 4761
10 63 4761
14 96 4761
5 7 4761
72 96 4761
77 92 4761
49 91 4761
44 71 4762
19 96 4762
57 81 4762
75 98 4762
0 69 4763
59 68 4763
44 54 4763
25 69 4763
60 44 4763
9 35 4763
1 54 4763
30 71 4763
30 70 4763
66 71 4764
25 39 4764
6 94 4764
63 23 4764
58 26 4765
70 12 4765
0 65 4765
10 49 4765
92 95 4765
34 39 4765
12 3 4765
12 34 4765
60 97 4765
54 87 4765
51 53 4765
63 14 4765
0 38 4766
85 3 4766
57 98 4766
37 85 4766
75 26 4766
29 25 4766
38 27 4767
65 29 4767
56 57 4767
27 49 4767
35 45 4767
22 48 4767
11 12 4767
80 49 4767
47 9 4767
34 40 4768
87 94 4768
60 54 4768
4 31 4768
89 58 4769
15 79 4769
13 52 4769
73 4 4769
41 88 4770
25 27 4770
17 19 4770
32 74 4770
93 85 4771
34 3 4771
59 57 4771
56 77 4771
46 92 4771
48 86 4771
77 99 4771
77 34 4771
34 93 4772
25 93 4772
48 22 4772
4 49 4772
63 70 4772
47 44 4772
15 96 4773
5 51 4773
87 52 4773
55 27 4773
83 4 4773
11 48 4773
84 62 4773
0 95 4774
92 95 4774
52 93 4774
43 74 4774
56 57 4774
55 36 4774
77 36 4774
20 92 4774
22 52 4774
34 27 4775
17 81 4775
14 68 4776
57 26 4776
57 1 4776
4 91 4776
49 55 4776
12 20 4777
29 0 4777
30 47 4777
47 18 4777
36 32 4778
44 70 4778
5 96 4778
22 53 4778
42 57 4778
50 28 4779
8 94 4779
59 61 4779
44 15 4779
19 11 4779
46 59 4779
55 15 4779
77 26 4779
61 27 4779
10 54 4780
39 1 4780
83 91 4780
1 86 4780
22 9 4780
97 86 4781
37 20 4781
55 36 4781
83 42 4781
25 73 4782
15 89 4782
27 56 4782
87 96 4782
48 52 4782
16 21 4782
4 39 4782
51 25 4782
9 21 4782
11 60 4782
6 58 4782
58 41 4783
59 63 4783
72 5 4783
57 6 4783
37 20 4783
55 95 4783
40 71 4783
40 53 4783
9 47 4783
35 76 4783
47 83 4783
76 8 4784
39 51 4784
20 99 4784
73 0 4784
8 18 4785
43 52 4785
43 1 4785
59 78 4785
19 13 4785
46 6 4785
48 81 4785
6 25 4785
95 90 4786
0 95 4786
12 44 4786
65 22 4786
14 44 4786
29 12 4786
73 78 4786
47 11 4786
65 59 4787
2 92 4787
33 7 4787
13 28 4787
1 88 4787
63 67 4787
82 71 4788
0 89 4788
56 8 4788
51 18 4788
39 52 4788
9 32 4788
32 42 4788
52 56 4789
35 19 4789
35 57 4789
47 28 4789
47 39 4789
36 70 4790
19 98 4790
19 40 4790
15 41 4790
5 95 4790
48 82 4790
48 7 4790
54 4 4790
13 90 4790
13 55 4790
40 56 4790
1 61 4790
22 72 4790
11 61 4790
61 64 4790
73 0 4790
28 92 4791
92 14 4791
33 47 4791
20 73 4791
22 89 4791
30 35 4791
21 88 4792
12 41 4792
59 91 4792
33 59 4792
5 93 4792
27 62 4792
27 53 4792
75 89 4792
40 43 4792
8 75 4793
12 36 4793
85 8 4793
33 6 4793
19 44 4793
46 44 4793
48 80 4793
37 77 4793
54 65 4793
39 3 4793
34 66 4794
12 4 4794
56 96 4794
48 38 4794
72 30 4794
11 42 4794
6 34 4794
99 28 4795
34 90 4795
77 80 4795
30 9 4795
3 80 4796
36 5 4796
8 28 4796
27 83 4796
87 3 4796
54 34 4796
40 48 4796
40 47 4796
22 85 4796
61 14 4796
18 73 4797
34 45 4797
66 86 4797
61 84 4797
10 83 4798
25 58 4798
5 86 4798
37 86 4798
1 69 4798
49 32 4798
42 91 4798
71 69 4799
85 8 4799
77 75 4799
20 5 4799
3 96 4800
36 63 4800
0 36 4800
43 62 4800
48 4 4800
16 9 4800
77 44 4800
17 82 4800
11 82 4800
73 68 4800
8 26 4801
10 36 4801
5 1 4801
87 67 4801
54 38 4801
29 18 4801
51 48 4801
59 94 4802
85 14 4802
46 24 4802
57 93 4802
77 62 4802
63 46 4802
32 34 4802
66 68 4803
15 19 4803
55 78 4803
9 47 4803
35 40 4803
32 46 4803
8 10 4804
0 13 4804
12 59 4804
48 58 4804
37 91 4804
16 24 4804
17 52 4804
35 60 4804
6 21 4804
84 70 4804
47 8 4804
47 92 4804
33 38 4805
15 45 4805
75 22 4805
54 27 4805
20 24 4805
6 20 4805
73 24 4805
30 31 4805
36 92 4806
2 3 4806
44 45 4806
60 30 4806
54 77 4806
13 7 4806
40 15 4806
35 8 4806
6 60 4806
51 43 4807
30 94 4807
33 37 4808
13 23 4808
16 22 4808
4 21 4808
73 11 4808
84 87 4808
30 79 4808
42 75 4808
24 85 4809
8 10 4809
52 71 4809
48 36 4809
37 99 4809
37 17 4809
60 66 4809
17 9 4809
11 93 4809
49 35 4809
12 3 4810
15 44 4810
16 27 4810
20 55 4810
73 14 4810
42 17 4810
36 59 4811
34 7 4811
59 53 4811
19 28 4811
5 22 4811
87 50 4811
57 66 4811
16 55 4811
51 50 4811
83 0 4811
22 79 4811
80 85 4811
47 17 4811
8 67 4812
19 26 4812
48 90 4812
4 75 4812
73 1 4812
0 32 4813
65 79 4813
33 4 4813
13 10 4813
55 40 4813
84 19 4813
47 82 4813
14 42 4814
5 96 4814
48 2 4814
55 82 4814
55 58 4814
20 87 4814
84 57 4814
0 67 4815
43 48 4815
87 48 4815
72 63 4815
83 15 4815
80 84 4815
42 9 4815
52 39 4816
65 19 4816
2 78 4816
5 53 4816
48 2 4816
57 65 4816
54 36 4816
51 93 4816
47 24 4816
42 25 4816
27 85 4817
48 80 4817
83 68 4817
22 21 4817
52 86 4818
72 52 4818
37 16 4818
75 33 4818
54 39 4818
39 93 4818
11 5 4818
73 61 4818
0 95 4819
43 85 4819
56 62 4819
83 12 4819
6 30 4819
73 29 4819
63 7 4819
30 38 4819
47 33 4819
28 10 4820
36 77 4820
92 66 4820
92 19 4820
12 46 4820
44 86 4820
57 70 4820
20 73 4820
82 88 4821
14 73 4821
5 10 4821
72 31 4821
55 50 4821
77 72 4821
39 85 4821
20 57 4821
4 74 4822
83 43 4822
42 40 4822
36 84 4823
92 81 4823
25 33 4823
27 99 4823
87 55 4823
72 16 4823
1 13 4823
1 39 4823
80 13 4823
45 50 4824
0 71 4824
0 29 4824
33 30 4824
56 33 4824
5 78 4824
48 35 4824
75 92 4824
9 25 4824
32 25 4824
19 2 4825
60 21 4825
40 29 4825
1 96 4825
5 4 4826
87 3 4826
72 56 4826
55 38 4826
33 18 4827
60 82 4827
77 20 4827
17 41 4827
17 11 4827
39 3 4827
39 14 4827
61 23 4827
63 45 4827
43 2 4828
60 89 4828
29 0 4828
63 96 4828
63 45 4828
60 11 4829
9 86 4829
1 57 4829
34 24 4830
59 54 4830
56 19 4830
16 84 4830
51 90 4830
40 20 4830
22 47 4830
63 13 4830
36 79 4831
85 62 4831
40 58 4831
35 78 4831
92 59 4832
40 47 4832
11 20 4832
61 81 4832
73 49 4832
63 76 4832
84 6 4832
3 51 4833
15 31 4833
46 72 4833
87 77 4833
60 62 4833
77 71 4833
22 72 4833
84 12 4833
49 92 4833
42 31 4833
8 5 4834
44 38 4834
27 19 4834
48 92 4834
54 64 4834
32 0 4834
29 82 4835
63 64 4835
63 88 4835
50 11 4836
34 0 4836
12 9 4836
2 95 4836
2 19 4836
25 75 4836
14 68 4836
56 7 4836
61 7 4836
47 31 4836
65 29 4837
14 19 4837
4 25 4837
55 75 4837
11 59 4837
11 7 4837
6 8 4837
86 25 4838
10 34 4838
92 95 4838
65 68 4838
33 51 4838
55 13 4838
49 85 4838
33 77 4839
33 22 4839
16 18 4839
83 20 4839
59 51 4840
5 53 4840
1 46 4840
22 86 4840
84 92 4840
32 35 4840
10 16 4841
27 15 4841
60 20 4841
77 35 4841
17 33 4841
34 50 4842
52 60 4842
44 27 4842
14 69 4842
5 70 4842
27 69 4842
27 37 4842
21 24 4843
90 73 4843
36 14 4843
33 11 4843
72 57 4843
57 73 4843
36 21 4844
43 46 4844
33 0 4844
55 33 4844
35 42 4844
63 9 4844
34 40 4845
52 50 4845
33 10 4845
33 34 4845
25 32 4845
14 98 4845
19 27 4845
11 62 4845
63 93 4845
36 51 4846
36 17 4846
52 60 4846
29 69 4846
47 72 4846
0 17 4847
87 27 4847
72 71 4847
54 63 4847
77 41 4847
17 90 4847
9 30 4847
6 2 4847
49 21 4847
10 19 4848
10 13 4848
59 21 4848
14 84 4848
5 39 4848
54 99 4848
35 84 4848
80 16 4848
73 9 4848
99 47 4849
52 34 4849
87 7 4849
60 28 4849
16 90 4849
9 64 4849
84 24 4849
30 92 4849
62 12 4850
5 12 4850
63 57 4850
84 11 4850
47 58 4850
34 88 4851
72 79 4851
75 6 4851
11 66 4851
63 86 4851
66 30 4852
59 55 4852
44 30 4852
33 3 4852
61 4 4852
36 0 4853
65 94 4853
48 95 4853
16 51 4853
17 50 4853
80 16 4853
5 44 4854
72 98 4854
4 60 4854
29 84 4854
40 35 4854
20 8 4854
11 28 4854
60 70 4855
54 68 4855
9 87 4855
83 47 4855
36 35 4856
36 6 4856
66 57 4856
17 80 4856
39 99 4856
47 83 4856
92 97 4857
19 33 4857
15 4 4857
32 4 4857
59 80 4858
27 91 4858
72 16 4858
60 64 4858
29 50 4858
49 47 4858
52 48 4859
66 40 4859
27 31 4859
57 62 4859
60 25 4859
13 29 4859
29 41 4859
40 51 4859
25 48 4860
87 82 4860
48 40 4860
77 58 4860
35 4 4860
61 81 4860
6 99 4860
2 65 4861
19 67 4861
57 83 4861
37 66 4861
29 13 4861
55 91 4861
39 51 4861
80 25 4861
47 67 4861
62 90 4862
56 92 4862
72 54 4862
9 67 4862
61 83 4862
0 79 4863
66 22 4863
59 94 4863
5 41 4863
30 27 4863
65 91 4864
27 97 4864
83 87 4864
20 78 4864
30 0 4864
43 90 4865
13 57 4865
17 98 4865
42 58 4865
86 55 4866
85 4 4866
1 33 4866
8 81 4867
75 41 4867
47 77 4867
27 9 4868
48 71 4868
77 57 4868
11 17 4868
47 59 4868
42 68 4868
59 70 4869
13 51 4869
20 83 4869
92 12 4870
72 27 4870
57 82 4870
77 44 4870
11 16 4870
84 78 4870
98 20 4871
44 6 4871
25 0 4871
15 74 4871
5 94 4871
75 63 4871
4 12 4871
51 45 4871
40 1 4871
1 99 4871
28 39 4872
0 28 4872
10 84 4872
66 75 4872
65 53 4872
19 72 4872
15 10 4872
46 71 4872
5 40 4872
39 18 4872
84 2 4872
47 82 4872
12 29 4873
12 83 4873
46 2 4873
16 92 4873
16 19 4873
83 3 4873
84 45 4873
12 17 4874
87 37 4874
17 74 4874
39 76 4874
90 0 4875
25 15 4875
